client_id,risk_score
7245891300907519043,90
2315021130592724396,64
393816005414863385,29
14902696327131978534,60
16005254107866048698,71
6098620279922236765,68
13421640938004206457,83
343026262321799048,71
15095233929299413974,24
15582450965707023805,24
5186662656396635608,53
9156017880347341511,35
9587129375962388989,92
9132507859548924020,41
6453334287416272650,25
14274891592346812520,94
4984961639810211110,55
11112288714451724666,58
2366857294640548804,95
8357764846414563365,79
56891395769713921,50
15308516564805125505,77
12461305498405906212,62
9713035451807651338,61
8006773685778732325,24
11539949963000945003,73
16361014581068106574,74
13521260877146194923,71
15603340293818302727,71
14106338631183581796,79
15404598508404679999,94
16995109740430470314,95
5451361519731822513,33
9364954358751726233,82
10915351001062686722,30
11707832208225942117,61
6302033523500927923,42
13699316408396414947,66
8134444714524658719,55
8029344737905754087,83
7693183302126125278,77
16901494915923631212,64
8167437399496434936,30
9416353676757288351,29
3483325615638069795,73
11175372654418531520,27
12247872502471821195,26
345501739690250914,94
15026487376165105636,33
7818765240659413187,52
653152339754790209,27
17796916423848103188,78
17206971601693393184,94
16427824547907818471,54
2342138241097781150,70
6114686175196147640,28
9527160849628344139,26
11184281390171663380,61
6327806559506513187,84
391434042357759170,69
2734639304526261504,43
7703345869767127090,58
6199693796366883754,80
13947498076180302298,20
901626364662815072,82
2932871813044969173,20
7686895315548145867,86
10131072543044520022,90
4714667026868819172,69
5387091163936504428,45
14732172943526647800,51
14452827497602795209,91
13449615124060444054,67
3412332869220135664,69
12407406596106562561,64
5145792962630664131,53
6146979881873359793,50
7187264016046299192,69
10966576179557074397,79
12194601506401349244,23
14047724328690206800,46
13177800838137479242,45
12770966449143140977,80
5632212228665528832,40
7186916645172348569,59
17129912902903302963,81
14986491352756977747,25
10989194914367201366,94
18417845684261221458,82
12430138137896575075,71
8731445362769016729,37
3954602377460657436,61
6026705026392130957,77
9051735202923716514,75
12933665720506609763,56
3139106971911475907,34
1621035639113827228,87
18166160395576565432,37
3819554130935530879,54
8712020875994563956,93
9865572942706789781,35
8026351716880084558,33
11225962568097146720,78
14036704079207769370,52
2573101754347581651,71
1251633830521706707,34
8860260151073240432,38
16581388189977153786,88
12273169329437429831,54
13584575645798667258,57
7237260428267616914,55
15395984561835080741,73
7595369466165424481,68
7579932695833789285,34
8633861419189561252,47
8086204237062157777,92
9093876811190757193,55
5097722956422845014,84
2810773720603693220,28
1431032059959046244,20
6721973938075007948,72
5454806070413370183,72
10726340307203894665,89
9489031883228822599,80
9652439127577314858,59
7618882829943710446,48
16114727702658990062,54
7592962558343091943,64
1279434109650851400,86
14698111615568051181,80
1215414901639364200,87
18328305436314652399,71
2918982337640617819,48
13234708144965201388,95
10822412274879430846,78
4144342569857227366,20
16065722640640408731,79
9616205442898203960,55
12743580248338952126,33
17733830781967353288,46
4512929284827148644,56
14698115385258413215,73
14873894495324673456,69
2416896353364739195,84
15105200379613998706,94
1694627089583490890,60
12021310794168092274,72
12786554597359450911,45
8934355231088296677,43
3816768402878094110,42
17286005781819019998,54
14982481030793926089,92
13897418573025177829,50
15812627094684287539,24
10243595247863950483,40
7444530696548611232,44
14196694204117931116,37
3287145483653769489,68
9627954057899484490,94
612931201670234686,22
9316990525900103916,20
17719560784965590276,89
6949496991181179633,75
2360350899058917537,93
2767237795708811436,86
4949064805234210876,50
7192307693466314918,43
15526633113276717352,20
14587270314422990406,60
10312003715183061746,82
13966347023301422529,65
4428580532766502245,58
4681611377482121472,37
6170561052110918030,55
14909693414289233386,27
14750941817293894005,95
10596808881283430986,38
12892087055448376172,92
8254975828671010565,27
7671775172235022689,33
14293497585494696515,63
15617497160827723995,33
14638195974963310623,71
3566675916055743886,70
9961992650246506253,49
5302323280588030274,82
5543461633804498115,47
12447327249527627404,74
15668554458301240826,48
4902762634579676851,51
325029718973065751,44
11792680103532449529,86
18193329607528986503,68
16716018941901808386,63
14580230389637089113,22
1884988732843399304,89
10164295572508986635,27
7860785520468254569,36
5298380291312540932,82
209325021831466805,39
4937976016304654510,62
3480232843290489580,59
17329096430420048332,87
17898751233635952506,25
8910598822896898222,68
4199085925915657231,46
12911125727771949832,53
15255011325746878598,67
205900972443449814,76
17032729994672512955,46
8637766865565819700,56
16105087413218131252,79
8766148563609462608,35
2549688912754453225,53
15361247022214027345,82
5278362381216609927,44
3025056429771564257,71
3122375177508940771,25
10655195219514869048,32
2224300546078706852,91
6775685947685787797,67
5741557490304530450,60
17372620407676654349,29
5087121090658921455,75
9466405592716046637,57
18396824659674892877,37
12777231640732437084,83
4453505309687006103,71
13817520254955071437,80
8511138746730427982,30
6627122094872969146,92
7740120667156546082,23
13743031719449164406,81
15593567474415147825,92
1762130777518501094,44
3881724701804395179,93
7646526596187715004,60
1398836478563883000,44
4483604779785099622,51
7265559952625505539,44
1163694360797276815,45
6223820121404648861,61
11981893128462190575,43
10269503300718754231,83
17127519386379380928,84
16184486730471512761,87
13110628876413819534,48
822759087363042836,59
9171047902753660346,42
11015089528099543411,70
9207411116957676216,60
8588591290472146220,71
4912854153812794199,58
11152016664858214564,47
12253548515868680317,66
728660788884967854,27
13414691155741905804,27
7701558015751861327,29
8926858548572938977,92
3436626836528139644,62
11167459938694907517,63
5916272918587097360,35
7347772212798449221,63
12801454858415247938,83
6289894540228916873,38
2776900384340200059,94
4344541311824713846,45
586395677046800696,60
15463306402840942620,23
10915008320606063074,67
17584149582327958691,37
15788288413169704627,54
6629707480555078467,77
2128885493311557922,76
13613389753378796551,84
2076961001556896095,75
11541754229201144933,23
3984933814918573838,91
6527545544110489019,57
10006119083584909674,42
7915465641874097413,50
9544143668001275616,38
15575955345086272251,80
19213962277609313,55
13095280971031306459,41
697735329137482087,27
3129488041027588752,80
1748472068932951475,63
7446876486659560834,49
17484580697597756227,35
13076244569964776651,87
3498494782277849570,58
10980154272436765663,24
15703380171820701981,61
15436539480005504710,74
16148548844966764324,52
9175683850727119063,29
4844732824690812614,44
8797983391104030407,59
8274054197108343845,34
12117431532151515810,77
16135039991093914334,47
9852641690566113850,48
5056914687157626272,33
17179981848648512091,78
3081434853004990435,30
1694787831459010849,29
451711497803682845,32
15449270315009338076,74
14463628448054100610,91
5096550790820852949,41
4562944891818594221,62
3766008108837482508,56
11248050371503957775,92
8343711188613436892,87
17661013319256857800,78
9997311438615350527,88
13693055560733938583,45
12890090916392389716,88
2901058936156886188,31
4724835515795041934,70
2365068455157413692,87
