client_id,risk_score
16232187004609117410,67
8177238884034721053,39
8978611951092008375,69
49448998805645633,71
11664226139789539273,23
7296634610824706766,80
17101866500023398056,28
14346303623836459010,49
16911701211089180592,75
15553471889045975710,73
11302289814855828686,27
5186662656396635608,38
4213439686307743962,77
8003073797326328444,42
10807663038294835220,71
10787262524911584326,46
14274891592346812520,84
4984961639810211110,42
1922297314138599325,41
5704148907557281205,29
11112288714451724666,38
2366857294640548804,87
14014192590464073189,52
5523308024587971937,92
12352129470759749820,29
3915220359611862192,57
6328861148846281512,44
7300289647264110816,47
5319590560812758151,38
7127593468572944498,57
9242518727940748566,53
311433403089535128,43
2161412975347754340,44
5451361519731822513,90
2985445476825457983,60
10915351001062686722,21
11685074200090692166,75
11707832208225942117,61
4424778334780533378,58
16431683887450941460,69
16314864930506300732,41
13699316408396414947,20
6378034643458546417,65
8304047544928347261,73
7774177673015131636,46
2317865946601703805,37
14207505510211994112,44
12049111758757147456,26
8683513569627378367,39
7345659132880759428,90
7818765240659413187,20
16427824547907818471,72
2342138241097781150,50
13207145205899978552,30
6080120142694711372,75
11618711002346181816,57
1636881605880686241,79
220662905139280858,63
13946421807767116042,37
2734639304526261504,35
7913869948152558726,46
10696560516256596647,61
901626364662815072,22
2932871813044969173,28
10131072543044520022,85
9805347265067501316,83
15648046457680167636,55
17129256342967914356,40
13373217335546170589,22
7996728686577991927,80
3412332869220135664,60
16500816690610528398,79
1171241802307513606,33
7187264016046299192,55
2049559129701444813,55
10966576179557074397,48
5632212228665528832,80
12935031214235013414,47
7186916645172348569,29
3630998284894121713,70
7652043089943832878,88
2381478959872774921,24
8886174084086973034,60
10989194914367201366,41
6026705026392130957,62
12660395291774772301,22
8395195409573827113,52
12933665720506609763,45
17373749092371852322,38
15530350664044514325,43
7934800784662079242,83
1046269558017574886,46
16225673491172838558,35
8630604509186427652,61
924398852403096610,26
669046492054192249,91
5806492385610922159,61
10523811669609911584,40
2573101754347581651,20
17690950975894153179,48
14606732138614413533,84
15778845245262163069,76
8860260151073240432,36
3182860130044622254,59
15614492653913164576,41
15105638984170315886,63
6217324135512053662,73
7595369466165424481,57
7650731742875847933,85
8086204237062157777,86
9093876811190757193,85
6721973938075007948,81
17619681723026427593,38
16364012727139923381,49
5261910500453757267,43
8068203893137609578,71
9671650715773633832,53
9489031883228822599,95
2714095765154511084,79
9298577224203637123,40
7592962558343091943,26
1215414901639364200,50
15236179013440977508,71
6570720932857849555,89
10822412274879430846,91
4144342569857227366,94
13400308577242386970,85
4003697004885043046,20
17733830781967353288,61
14698115385258413215,68
1603366024088371384,58
1694627089583490890,22
9002551460473618391,91
9746163915206887711,90
10071074107805403557,42
3816768402878094110,91
3751420753153588269,27
11598559452556017266,80
10569952445861025251,40
15812627094684287539,23
16171585047143551207,70
314097459917816952,33
17183015795650790208,73
9316990525900103916,29
2855975313356980646,65
4006005944008941965,86
837521650915626352,72
7728560824978303369,64
1902116795728928793,78
16149614683814030900,89
16244933642121437374,63
13826117073532478966,60
15275419655662555492,70
14587270314422990406,32
10312003715183061746,30
13966347023301422529,45
8986643767295174370,94
14750941817293894005,68
1683908103490944753,44
10596808881283430986,54
8254975828671010565,62
3197094049667525415,49
6174753142352114307,45
12701711076426827693,23
8776969418231702818,32
15617497160827723995,68
13109527332653565531,68
11275586783446891483,25
17361684654999425622,29
16778272624520847050,29
2922775912240733387,49
9533848447182787780,82
6663585764818540082,50
15668554458301240826,94
14382834964679512660,61
10693489611638479187,44
18008041626311945216,20
15564845425065485633,24
2258251894092119118,58
15480251406922063879,91
6508800376041990769,90
10382498599592945010,69
15784327281231279375,27
10066399287801825442,60
4983743398989954631,41
8998631547468631027,75
14572180896687065478,20
17574948702119618852,20
17898751233635952506,30
12911125727771949832,83
6526013584456618219,65
2330281038582200587,48
4030602361999513758,39
16326396041780283909,40
17824290479599342394,43
4015449897586181232,68
15876119268263214727,63
15535337666920355178,34
1930153303507032616,23
7311131703407429887,54
8766148563609462608,22
5278362381216609927,50
3025056429771564257,68
1368206044483046143,62
14764774218249769481,21
9578813168094700574,72
4419555741745705494,27
8478545977608534387,77
564741741391886555,67
13289595655161159013,47
5073189681045951010,54
14534384890670442524,63
12777231640732437084,50
14224647349112417713,36
6627122094872969146,57
13964696285142503384,36
13743031719449164406,67
3881724701804395179,77
12739400237382839968,51
7646526596187715004,69
7725944086733348115,22
14805680143382384317,60
8690555144597209501,25
1578544473356742658,39
15444869822810870380,26
4383224363422637151,71
9018604937452475011,67
7345582803584224028,31
15267097163406255116,85
13032496094955652597,71
4463833352234735076,21
6625869864080276761,67
6285884056878714431,39
728660788884967854,88
13414691155741905804,79
7347772212798449221,84
14671495664136524185,48
14082386129750773254,91
6289894540228916873,71
12309013827604863346,80
586395677046800696,29
3367535891186281733,26
6950470047112775367,30
729734795655402982,46
10616285059925866766,45
12942516348169864619,71
2128885493311557922,64
10804036937457605385,80
1645489803770647498,45
16255863618761796854,73
17896686976200824375,73
5313465120865437401,89
15575955345086272251,21
7779059702840276936,43
10167240721831090722,27
4572876898367699097,20
19213962277609313,44
13576336418641614436,75
15764902659264016471,89
4088158285223672728,37
5987287042494765967,72
15301534006361070552,37
7446876486659560834,33
13326117357197443845,88
9017460958873639790,25
6792276800955799992,78
1729949842427052308,84
6507558951524095806,92
14528900176154225560,34
9175683850727119063,36
4844732824690812614,78
15380846409205957977,80
3319057463784948012,66
3458009169870263402,64
15880576512009095690,60
1347012473211654488,64
15846040524522895740,94
10332004195445295187,73
1691756135142891456,89
1889692627320132148,80
14735449621536833030,33
4562944891818594221,94
604241091100318632,77
8343711188613436892,95
3528900595393439071,95
12890090916392389716,59
15571022274769873537,42
4669727050510439472,89
4724835515795041934,21
5898238821659173203,76
2365068455157413692,61
16581388189977153786,37
14873894495324673456,22
14187131262189729387,77
17316470171904166781,31
6716233372207943857,36
11015089528099543411,42
4902762634579676851,75
4249950867040663692,95
4199085925915657231,86
