client_id,risk_score
4340975306794746811,73
4227243074519914479,24
593185373572692915,22
3323756135498793185,64
13149708989280941718,80
9108885217262355889,70
11195732712169995584,38
2174323977943107288,80
7781166919445178192,88
934607890282590564,84
5647667091849861614,90
5652519095246999043,84
15907143598135994037,34
14744320350256305429,58
873077987520835036,67
3601981442768219842,33
10681546348633634977,75
4486363582542643519,84
3291139860961236585,76
13871020937264729018,88
6872396585708840606,56
6433454324472010602,33
5755812501162429136,92
1004436580549326337,90
4094498909057894555,76
1231179092931817358,85
14839471456099196511,29
14463289043318429129,28
7102183999451561697,61
13938729456999432363,30
13936324563293365549,85
17683036236181156544,59
1643454421615052090,55
10071150512060663428,85
17584930491885895386,36
14605527411822301930,20
9142855089628114687,78
7611718310047549348,62
18110776499412230845,86
11219788138167081935,66
6956996945597886414,74
6580073443505438980,69
7269868752759153004,43
5391470355310074619,20
5065082410967401896,72
14079293765414120856,70
1815964089366583165,36
11133719725860959445,88
15821668532953620888,57
13279502877006347884,25
16059232057212971945,39
2913043601829426115,45
5935418656879792645,37
6013626222291877109,90
4345826625081796122,44
9503514639009038021,94
14743416367711218649,63
8415073344565395787,55
2156611243764430194,31
12963603135022981764,82
16545483930775476831,48
3552815566307287368,52
15817874155761569384,57
11083961894944144745,34
7063904705229232004,37
2003424033522008792,51
79069590411997950,30
17979896892134092612,51
18352707931386701629,39
668255813649793067,56
17134056378240820653,52
8802841559752932695,76
11524840400085897509,49
9767410692701838083,84
1056449759677746347,88
12417569933395330297,31
6637537435135275669,93
1058031334558395996,91
7229911721943934869,28
789347579730104047,69
15487355018415706084,59
8257810063735159642,33
2589440192715078434,52
507940759832445113,95
13932700681365598555,34
14326031418650037948,57
11940929735871693696,69
10814007065282340198,34
6873756314443196522,91
16543716650093572382,63
8881982118448002029,73
8338397039920377153,49
5661811110863473222,58
2368901189877469266,95
1443501182605224589,58
2615629111231071813,65
6002654405923275671,75
16655987600022059516,35
491960118655276603,26
10619163230751151925,34
493570635944816311,81
6969726386614111585,82
10089890363549901180,43
14866813411035348566,20
16892029570247952573,54
5088552170704327643,30
16420190916298482724,20
14930862482632415086,20
14567150207304226761,67
16864276796406972228,55
17913596768910986530,88
17385800385080594040,50
10068208335024910128,36
15537584777350021026,37
6351459521046862148,45
10632215152472727099,91
8923998349513126002,50
17811504046348276754,44
10304705563137927269,60
9425810335846765334,81
2550193160088995271,24
4126051864692732223,50
10910197480354885124,83
17772218508081771590,76
11698266741306690302,20
10000725712295916667,71
17496790022827152860,32
18105889397698361094,41
897759036267925569,95
197131346727446333,43
11450263760788235809,85
16610190354030766815,82
15580852701120698467,41
2677705839498615707,84
7061054526814108322,59
4844613100327888164,88
3095380149462655055,70
11876883786650292646,24
15466278084109171638,91
16461527537940035141,40
1184342859563059402,94
17372824065245030216,74
3728050576542660706,39
11933671071805638457,33
6380364892817253763,67
4880912812697881793,24
8601958586529121916,48
17214420451324944296,95
6456328460664345944,46
2587715225071712499,62
11787389173175238184,92
15581072278536576583,91
3203828177962799847,26
16384540242636197429,93
3860190486066355886,91
593485291657456993,24
2277985757945407695,59
9395603281115876918,80
16514562379141982398,57
4002027832076810948,47
4169122394894490361,75
16256582866211564155,90
11787697689599227165,45
15300435295821598206,83
18188025311178998610,44
13193660120211555516,65
7813764115365709853,30
8220995974446264710,22
13093254812342040310,87
1544398385869966030,63
9033426288232686703,95
6042408454143725928,73
5102760954584102071,90
14396484595456155716,80
6345333052849581213,65
16453729711375322479,34
17391953336928580419,78
565563254089326886,77
873035101470801842,31
7395196156352893875,58
17803078877521841113,42
366362803366859671,52
5565959565455075558,68
4829000349831639557,27
877950167025566097,51
11301359532746424713,86
10893986960362541344,92
7328022737323414062,79
14368108668057122291,54
2374722521210167543,71
8061949212655778469,83
827091180740731558,76
1221006306680434283,28
12756914313221239185,75
1144336044416503450,71
16391355075444356232,36
10277780577894693568,23
6100146046073575483,29
10440255412603098313,35
14676445910320274127,25
6056830995990800197,35
6192606003961466404,61
16659102442389097100,24
18315590148605027783,53
6147912046148018857,23
14705570024687119119,69
9177328417955959780,90
7030587541097397026,63
4224581705714111062,82
5672818832550275649,38
16609741790403024481,59
14121002445360254182,42
11238823405985022437,47
6736520168163891127,89
11175889045376909465,69
5441669636732483206,88
14433304426736302595,72
17503826835019701046,64
5138081462292827624,38
2722250068904800536,84
13820802389729616106,73
9283106096049073761,25
12871876854091708747,50
13568589124601876659,87
16420548549290734705,78
3551732619494450844,50
7159398505895897928,36
6975685473421558256,81
3423242833735136560,77
4537967197542541029,88
9789343290400668951,61
13081928025286724143,88
15556973763123542234,77
1916911821742736643,46
12672093922172193736,50
7341114574979699956,20
17489298557079576219,72
2673217307325197240,30
9714470888987353930,29
9909399838442537869,25
4690739062272692261,46
3113581609882640643,48
18324428387323497865,44
16081939030947584153,51
12832865401444163742,67
12942828783538253388,86
1204180355427686811,61
4472372401124262865,49
13302117617265126911,36
13486552852883606529,49
16093248429882007304,83
12445527202819015107,89
16749233202451705189,51
1374574349343916535,78
16854286016576094395,65
477510572506374295,85
4243747766921342289,38
8785931410907321507,23
1119865323222370573,33
1308897587696304454,56
2239281305139888010,88
1345155078927700141,35
5451428218242689657,56
403808595903956510,52
9144158913344029493,40
6421992160795251588,23
16757771365243991850,48
7760444157389595734,91
16540245143672544473,65
2884772675366912470,85
14140305516053469524,34
6754473822984195142,31
2037704203824175872,82
14828685099441805111,79
8974232784852324320,48
161944242539255464,82
5972657858562620162,20
15647747486714343736,66
12089550252760030803,91
3109004778334258388,38
9670950683258741972,24
7852114869002737147,84
6183173037880762512,80
13722390926771398598,29
6827613111812950363,85
15227630068688964333,36
17626175974338683574,91
11364456068772744661,80
9093348181166070509,79
14445468806463319534,48
802650162968254770,92
1365964600157227171,45
6455335444313041909,55
14717978545044432202,67
6352899496875767783,44
5634597280456150018,35
5416437085751796869,34
1209632431469317554,34
4117706244945432466,25
898409643403380751,26
3285679067298329764,46
2402505237230172067,69
11383157163603870624,44
8023039090140796492,60
1203511691225397629,65
2113641199310363643,71
128801756854324440,43
14854941553959551591,52
9459816175340675294,69
4974537895592241763,42
16129050433543586905,36
