client_id,risk_score
4340975306794746811,66
5818571610536384563,85
4227243074519914479,56
456624869942370010,62
8589998581929090464,23
4955476580422902418,43
5647667091849861614,24
403973295934814651,93
13750594185003656179,65
6414539440360144095,70
1988861124657840310,59
3343111852037450979,80
15887886319120221629,87
10681546348633634977,33
4486363582542643519,45
6507722865805470936,84
13871020937264729018,23
13197238967721499641,49
11646217240694224461,71
15686057547828517507,32
12915225391738125899,56
14839471456099196511,28
12610643431719834703,80
14463289043318429129,28
910816212459316484,38
1432355131733243008,29
7102183999451561697,38
13936324563293365549,37
13344007960096487966,83
17683036236181156544,68
17584930491885895386,87
14605527411822301930,55
15571533934009018509,24
1436662525103708815,47
2896566381385091459,48
1933393744547764406,61
8847087932276738175,49
3043960602297209311,29
718387336223747798,35
6704046470222773978,53
8255898966242028078,67
5318876998429539015,38
807355373377351469,85
10107172962810018891,64
7591502834939329227,44
2913043601829426115,73
6013626222291877109,77
12963603135022981764,66
16545483930775476831,58
6633792473083900900,59
3552815566307287368,66
15817874155761569384,47
79069590411997950,58
8585687311668025166,28
4252306621632231415,57
18352707931386701629,44
15964477675447791747,64
668255813649793067,80
3934034406082641540,88
17134056378240820653,52
10769774765187393124,41
5518197620800107732,69
9767410692701838083,35
11243108926164080218,55
1918384945014858072,55
13851161846441936293,49
10155750473266735677,54
15487355018415706084,42
5206377286507672878,91
62910461699532545,62
2589440192715078434,44
18319163408832937668,66
13932700681365598555,73
9600878932746577894,31
11645951365019416110,85
11598929003903150760,42
2402011955395395295,48
12712016573253898200,63
3752661426152611665,90
6873756314443196522,81
17389023402209723152,55
8881982118448002029,44
2344870471351688044,36
7962336041186909991,89
5063230975411486319,93
1347852565146582659,86
16099657250730889674,34
616613949385034060,76
15090500026506301402,38
491960118655276603,46
6864372772279727256,81
14618518525347019226,61
6937086613246033941,79
13048823650200793770,75
7103514670319402357,36
14632815759587700947,65
14866813411035348566,25
2012673105768387676,47
17116854232489003856,45
8408219476286939196,81
7885672391042907056,48
3347987783510706106,86
10760697822694882048,63
6882097910464438876,66
16536700110770450613,57
6428053399122157078,66
7130721251690279267,40
14567150207304226761,76
17385800385080594040,67
16875006764850734799,28
157285545598399171,52
11498347822672730316,68
15658818238430471840,46
6072394091010268830,64
1926926420513853477,29
2550193160088995271,79
18390545565418498897,52
4126051864692732223,76
134698078161270571,69
10987801415599695403,95
11110198673925233960,30
17188750840329262615,28
5679516425468390883,42
10214204123471661914,50
1914430854426722192,37
1558901498542303033,46
9565242777715062971,21
16502750319691882922,65
3095380149462655055,78
14489917416608820277,89
10029697639313865788,68
11876883786650292646,76
6238730222581027445,34
161154737430226371,29
17372824065245030216,84
8977946553729326492,92
11689464798878969893,76
5434362104646260159,78
16992899520822854944,27
4880912812697881793,28
1744422500931408539,52
5566046759246576062,83
14131450449392039029,75
10585322580577637800,87
6180195589054155833,64
12510528337241144624,61
6456328460664345944,95
2587715225071712499,53
15582930577384232237,80
12483712199042587352,27
11787389173175238184,36
11863054038198930288,22
4780740838566169685,48
17170796884495791231,63
12480837836678467237,61
5918917028595104775,27
16374141609622115864,83
7648743864473177535,26
16098421122824324362,23
16514562379141982398,54
5653407780664802967,53
14182844803887317215,23
8759807093896134267,46
15300435295821598206,27
6126835176534080943,76
13093254812342040310,40
9916822006568418068,29
176880680872125294,85
14104894586806755942,93
3616393211631720403,46
9033426288232686703,35
13484326926686722940,26
338370326580202094,44
14396815508407081683,76
16453729711375322479,44
11674147818997382008,32
3224774514008630830,43
14500453153782906505,42
5617974466694107062,84
15785322391337118762,43
5132208525622719388,92
1739447612481544704,77
17761605425250073824,68
17779709077442123175,79
7070783047387990744,70
9474543223672359465,59
10893986960362541344,94
5930561991643084869,92
4116345332476442369,62
7928026052076246489,72
12266434776113040732,65
