client_id,risk_score
4340975306794746811,94
4227243074519914479,48
456624869942370010,90
8183477930839028361,32
11395717051574360293,86
18027155093492532320,22
15313098527576532170,59
7781166919445178192,72
9473850702867555556,68
403973295934814651,93
6971264293739104690,57
1988861124657840310,86
12319154336533482233,41
3343111852037450979,41
9007272211461746825,89
3601981442768219842,33
10681546348633634977,32
14669250844671340721,51
4397547050581969322,72
6433454324472010602,79
4402878807768974009,85
1004436580549326337,93
11646217240694224461,35
15686057547828517507,48
10392999329692957113,43
14839471456099196511,72
8269426381730612387,49
14463289043318429129,90
7102183999451561697,48
13938729456999432363,34
1643454421615052090,53
17584930491885895386,43
14605527411822301930,32
11624715164797515664,88
11696212087720933662,58
16168193969912890384,33
15236797941106749196,55
6956996945597886414,51
11027771372166684890,62
7269868752759153004,41
7253798765131839051,21
4251407231665751721,65
5065082410967401896,50
5318876998429539015,81
10970416364725936181,91
3115672662375739903,93
2642904574114309100,60
9541962834467870783,77
1186315401267386617,33
4709288337754216677,58
17376039680361924563,22
2833627656266571785,49
3552815566307287368,38
10212908706550386912,56
8955777908284739974,46
2534939393420800953,40
1974578269668995645,33
18352707931386701629,21
15964477675447791747,39
668255813649793067,27
17134056378240820653,38
15220186700992157676,26
5165747362868988541,48
9767410692701838083,59
8163532548571337776,32
4560593704034422840,34
1918384945014858072,75
5543984950102076131,91
16836920765322790739,60
13851161846441936293,84
6637537435135275669,80
1058031334558395996,53
14321812482678822811,39
12010848133177208101,33
9588174237213758600,43
2046820322778820224,41
5206377286507672878,56
11598929003903150760,33
12100522399907941852,80
15070435316810093827,51
14001492170341393392,53
872300651684654932,65
2914042885780064792,53
9795589570985148841,93
5019554971070694967,57
8881982118448002029,81
8338397039920377153,40
11290560161225078890,32
2615629111231071813,62
9469679372779475619,24
15784520486804037460,64
616613949385034060,89
6002654405923275671,67
9825514521347109510,60
9537407131387115995,60
6864372772279727256,51
12541840621954882121,80
8810822911504997196,82
10619163230751151925,26
4831281184872138227,48
9342698956330224741,49
15141130087245672816,72
7103514670319402357,75
14494948093869589175,30
10089890363549901180,21
14866813411035348566,33
3347987783510706106,51
16892029570247952573,32
5451729069503717988,52
3170453230459393528,58
6428053399122157078,93
17385800385080594040,82
6012122979140604363,65
16668862921872461495,60
10632215152472727099,58
6072394091010268830,81
2550193160088995271,25
4554816778780905339,44
18390545565418498897,41
4126051864692732223,64
14511609252779616993,35
14586555638366744797,20
3540235281734168068,95
18105889397698361094,91
197131346727446333,69
15580852701120698467,70
10214204123471661914,58
5091319762633497573,89
7061054526814108322,95
1914430854426722192,76
1558901498542303033,82
14473904530511560464,87
17534924464878439790,35
14541420298908170457,77
4370446598359245016,46
4844613100327888164,41
13084873310448723419,71
14489917416608820277,91
17597503242798161645,60
9575629124721901161,89
3728050576542660706,57
11689464798878969893,77
9861506795073523023,50
10505816730615002247,52
18196795487343209951,57
4880912812697881793,47
5598428358924351009,39
7930060724950084113,50
10502199450002867956,41
11784171539044999027,36
812748610198737018,78
4117818718824090078,95
18436206764350863563,32
2587715225071712499,72
12849331031008226774,45
805001587724283092,88
14874787625195769775,91
8923871823433019905,80
15810221773910522554,58
13820459262416394898,80
12576564070501574346,95
13223043831434337651,34
8548647659680210144,91
5689491745271208511,43
9023219681639546504,79
7648743864473177535,92
9370249609906289792,51
12286344823280719780,43
1356487693259481727,25
16514562379141982398,41
16346331037309539486,60
4169122394894490361,55
6126835176534080943,87
17881913424423124469,50
12370448190597478730,85
176880680872125294,33
10516942977284531874,94
3616393211631720403,47
11930088367750005042,77
9033426288232686703,23
14396815508407081683,73
4579483163263654777,49
11989027680553610104,42
4515128714383431372,67
10213220291352970111,45
565563254089326886,45
16307697128856360801,23
11206568264929753488,21
2121042287379403249,69
15223004316927267779,75
18296229319678221055,39
4297254175125335161,39
248310826859312184,48
8143255186669976740,60
11723850376593520272,37
15702004461139256537,34
4303895104867958710,48
7928026052076246489,61
5031320919155406317,91
12125385402258796884,74
16829413559752162359,75
5426950652315881963,22
94816358942591527,94
14088741169126323087,29
9970732893754152250,46
5098678046677439822,36
16665837694843288692,55
2928970331080863056,59
17685863336317839097,78
17564889060394763749,33
13943602856003855790,69
16659102442389097100,62
6147912046148018857,92
11037144822621637815,57
8399081498964496792,25
15039245982571221531,76
5681886062367554622,45
7030587541097397026,95
6969492882800242283,26
14121002445360254182,63
12489903068741663115,66
1084019530169961593,74
17503826835019701046,52
10174367745787064316,20
5138081462292827624,85
9814627862127231835,61
88108132862199997,30
16420548549290734705,38
6975685473421558256,51
11138670660149729944,77
10453103081557551167,32
199525184603990520,67
12726311103818114199,66
14913593458416244456,91
3423242833735136560,60
4537967197542541029,63
9789343290400668951,95
10777539682414527034,58
1916911821742736643,95
9177103845723323180,27
10271884153968315299,30
18414125411920988163,33
10280075705893251227,25
11294722852908951098,86
11316285016501709609,81
18131988330253262686,46
4690739062272692261,35
18324428387323497865,34
18056625985081969108,82
2434859602697255860,20
12942828783538253388,84
1204180355427686811,45
16348368261246869949,73
11666384188584252140,53
15405356827043491314,85
12445527202819015107,53
14769851819459628612,34
17523043799859163680,67
4243747766921342289,88
1308897587696304454,34
13057714848387790649,28
5278626033030372066,65
5451428218242689657,42
3194516931242104598,24
694465053526445751,65
10510145302839099467,61
6754473822984195142,23
8974232784852324320,32
161944242539255464,27
12089550252760030803,58
7852114869002737147,69
6949720189532194298,33
13722390926771398598,78
15227630068688964333,23
17626175974338683574,86
13664306268313608041,75
14951846127491787887,64
14445468806463319534,93
802650162968254770,31
6346670516120891992,35
3154489036684270848,86
12420122998428600690,75
14256118013119883043,38
1098364706932092445,56
13168883681391631560,25
8612202175414030066,23
11704967299015793013,21
17308378594788025811,24
2801037410631761536,67
11153955808981100294,40
17242112845292326234,83
1209632431469317554,62
4117706244945432466,86
18333219735306258046,43
9280716323705400371,67
6665887168610836067,61
8726120781915154829,51
2143743529754857065,23
6541770437820646617,74
8023039090140796492,27
8975219066722863221,27
5430549428812622177,69
128801756854324440,25
12862920679974791521,53
14854941553959551591,63
1682615930811849008,47
6914968040131452279,28
13979708465354244480,46
16129050433543586905,37
5972427604437977021,88
